"","X.3","X.2","X.1","X","React","Reward","keyResponse","Bank","Subnum","Sex","Race","Ethnicity","Bonus","Condition","OptimChoice","Trial","Block","SubjID"
"777",777,777,777,777,460,450,2,34400,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,77,4,8
"778",778,778,778,778,412,450,2,34850,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,78,4,8
"779",779,779,779,779,5996,450,2,35300,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,79,4,8
"780",780,780,780,780,420,200,2,35500,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,80,4,8
"781",781,781,781,781,610,500,1,36000,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,81,4,8
"782",782,782,782,782,427,500,1,36500,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,82,4,8
"783",783,783,783,783,574,500,1,37000,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,83,4,8
"784",784,784,784,784,588,500,1,37500,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,84,4,8
"785",785,785,785,785,550,0,1,37500,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,85,4,8
"786",786,786,786,786,604,500,1,38000,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,86,4,8
"787",787,787,787,787,509,500,1,38500,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,87,4,8
"788",788,788,788,788,596,500,1,39000,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,88,4,8
"789",789,789,789,789,604,500,1,39500,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,89,4,8
"790",790,790,790,790,886,0,1,39500,8,"Male","White","Not Hispanic or Latino",4.5,"Control",0,90,4,8
"791",791,791,791,791,677,300,3,39800,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,91,4,8
"792",792,792,792,792,476,300,3,40100,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,92,4,8
"793",793,793,793,793,510,300,3,40400,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,93,4,8
"794",794,794,794,794,381,300,3,40700,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,94,4,8
"795",795,795,795,795,685,1300,3,42000,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,95,4,8
"796",796,796,796,796,1484,250,4,42250,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,96,4,8
"797",797,797,797,797,484,250,4,42500,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,97,4,8
"798",798,798,798,798,556,250,4,42750,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,98,4,8
"799",799,799,799,799,484,250,4,43000,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,99,4,8
"800",800,800,800,800,468,1500,4,44500,8,"Male","White","Not Hispanic or Latino",4.5,"Control",1,100,4,8
"801",801,801,801,801,3165,450,2,450,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,1,1,9
"802",802,802,802,802,4466,450,2,900,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,2,1,9
"803",803,803,803,803,8293,250,4,1150,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,3,1,9
"804",804,804,804,804,684,450,2,1600,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,4,1,9
"805",805,805,805,805,541,450,2,2050,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,5,1,9
"806",806,806,806,806,1140,200,2,2250,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,6,1,9
"807",807,807,807,807,1443,300,3,2550,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,7,1,9
"808",808,808,808,808,1549,450,2,3000,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,8,1,9
"809",809,809,809,809,604,450,2,3450,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,9,1,9
"810",810,810,810,810,588,450,2,3900,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,10,1,9
"811",811,811,811,811,797,300,3,4200,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,11,1,9
"812",812,812,812,812,668,450,2,4650,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,12,1,9
"813",813,813,813,813,404,200,2,4850,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,13,1,9
"814",814,814,814,814,1717,300,3,5150,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,14,1,9
"815",815,815,815,815,1125,300,3,5450,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,15,1,9
"816",816,816,816,816,1508,500,1,5950,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,16,1,9
"817",817,817,817,817,421,500,1,6450,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,17,1,9
"818",818,818,818,818,525,500,1,6950,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,18,1,9
"819",819,819,819,819,780,1300,3,8250,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,19,1,9
"820",820,820,820,820,955,500,1,8750,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,20,1,9
"821",821,821,821,821,388,300,3,9050,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,21,1,9
"822",822,822,822,822,589,250,4,9300,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,22,1,9
"823",823,823,823,823,579,450,2,9750,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,23,1,9
"824",824,824,824,824,500,0,1,9750,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,24,1,9
"825",825,825,825,825,597,250,4,10000,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,25,1,9
"826",826,826,826,826,396,450,2,10450,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,26,2,9
"827",827,827,827,827,580,450,2,10900,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,27,2,9
"828",828,828,828,828,1093,300,3,11200,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,28,2,9
"829",829,829,829,829,421,450,2,11650,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,29,2,9
"830",830,830,830,830,446,200,2,11850,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,30,2,9
"831",831,831,831,831,524,500,1,12350,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,31,2,9
"832",832,832,832,832,604,500,1,12850,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,32,2,9
"833",833,833,833,833,827,250,4,13100,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,33,2,9
"834",834,834,834,834,413,500,1,13600,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,34,2,9
"835",835,835,835,835,1291,500,1,14100,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,35,2,9
"836",836,836,836,836,1316,300,3,14400,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,36,2,9
"837",837,837,837,837,509,0,1,14400,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,37,2,9
"838",838,838,838,838,692,450,2,14850,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,38,2,9
"839",839,839,839,839,1220,500,1,15350,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,39,2,9
"840",840,840,840,840,940,450,2,15800,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,40,2,9
"841",841,841,841,841,397,500,1,16300,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,41,2,9
"842",842,842,842,842,404,500,1,16800,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,42,2,9
"843",843,843,843,843,836,450,2,17250,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,43,2,9
"844",844,844,844,844,558,500,1,17750,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,44,2,9
"845",845,845,845,845,428,450,2,18200,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,45,2,9
"846",846,846,846,846,411,200,2,18400,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,46,2,9
"847",847,847,847,847,372,300,3,18700,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,47,2,9
"848",848,848,848,848,445,1300,3,20000,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,48,2,9
"849",849,849,849,849,426,300,3,20300,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,49,2,9
"850",850,850,850,850,381,0,1,20300,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,50,2,9
"851",851,851,851,851,611,1500,4,21800,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,51,3,9
"852",852,852,852,852,3157,500,1,22300,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,52,3,9
"853",853,853,853,853,428,250,4,22550,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,53,3,9
"854",854,854,854,854,397,250,4,22800,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,54,3,9
"855",855,855,855,855,398,500,1,23300,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,55,3,9
"856",856,856,856,856,540,450,2,23750,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,56,3,9
"857",857,857,857,857,389,500,1,24250,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,57,3,9
"858",858,858,858,858,637,300,3,24550,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,58,3,9
"859",859,859,859,859,428,300,3,24850,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,59,3,9
"860",860,860,860,860,1020,300,3,25150,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,60,3,9
"861",861,861,861,861,740,500,1,25650,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,61,3,9
"862",862,862,862,862,348,0,1,25650,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,62,3,9
"863",863,863,863,863,1157,250,4,25900,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,63,3,9
"864",864,864,864,864,381,250,4,26150,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,64,3,9
"865",865,865,865,865,379,450,2,26600,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,65,3,9
"866",866,866,866,866,419,1500,4,28100,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,66,3,9
"867",867,867,867,867,604,450,2,28550,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,67,3,9
"868",868,868,868,868,405,450,2,29000,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,68,3,9
"869",869,869,869,869,726,500,1,29500,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,69,3,9
"870",870,870,870,870,404,500,1,30000,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,70,3,9
"871",871,871,871,871,563,500,1,30500,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,71,3,9
"872",872,872,872,872,486,250,4,30750,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,72,3,9
"873",873,873,873,873,381,250,4,31000,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,73,3,9
"874",874,874,874,874,388,250,4,31250,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,74,3,9
"875",875,875,875,875,475,250,4,31500,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,75,3,9
"876",876,876,876,876,372,1500,4,33000,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,76,4,9
"877",877,877,877,877,772,200,2,33200,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,77,4,9
"878",878,878,878,878,682,500,1,33700,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,78,4,9
"879",879,879,879,879,356,0,1,33700,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,79,4,9
"880",880,880,880,880,963,1300,3,35000,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,80,4,9
"881",881,881,881,881,412,300,3,35300,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,81,4,9
"882",882,882,882,882,436,450,2,35750,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,82,4,9
"883",883,883,883,883,404,450,2,36200,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,83,4,9
"884",884,884,884,884,475,500,1,36700,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,84,4,9
"885",885,885,885,885,468,500,1,37200,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,85,4,9
"886",886,886,886,886,460,250,4,37450,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,86,4,9
"887",887,887,887,887,837,250,4,37700,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,87,4,9
"888",888,888,888,888,476,250,4,37950,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,88,4,9
"889",889,889,889,889,366,250,4,38200,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,89,4,9
"890",890,890,890,890,350,450,2,38650,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,90,4,9
"891",891,891,891,891,581,450,2,39100,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,91,4,9
"892",892,892,892,892,364,500,1,39600,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,92,4,9
"893",893,893,893,893,662,200,2,39800,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,93,4,9
"894",894,894,894,894,2389,300,3,40100,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,94,4,9
"895",895,895,895,895,357,300,3,40400,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,95,4,9
"896",896,896,896,896,435,300,3,40700,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,96,4,9
"897",897,897,897,897,532,1300,3,42000,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,97,4,9
"898",898,898,898,898,2548,500,1,42500,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,98,4,9
"899",899,899,899,899,397,0,1,42500,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",0,99,4,9
"900",900,900,900,900,724,1500,4,44000,9,"Female","More than one Race","Not Hispanic or Latino",4,"Control",1,100,4,9
"901",901,901,901,901,10277,300,3,300,10,"Male","White","Not Hispanic or Latino",4,"Control",1,1,1,10
"902",902,902,902,902,6315,500,1,800,10,"Male","White","Not Hispanic or Latino",4,"Control",0,2,1,10
"903",903,903,903,903,2780,450,2,1250,10,"Male","White","Not Hispanic or Latino",4,"Control",0,3,1,10
"904",904,904,904,904,2122,300,3,1550,10,"Male","White","Not Hispanic or Latino",4,"Control",1,4,1,10
"905",905,905,905,905,878,250,4,1800,10,"Male","White","Not Hispanic or Latino",4,"Control",1,5,1,10
"906",906,906,906,906,573,450,2,2250,10,"Male","White","Not Hispanic or Latino",4,"Control",0,6,1,10
"907",907,907,907,907,492,500,1,2750,10,"Male","White","Not Hispanic or Latino",4,"Control",0,7,1,10
"908",908,908,908,908,605,500,1,3250,10,"Male","White","Not Hispanic or Latino",4,"Control",0,8,1,10
"909",909,909,909,909,3285,450,2,3700,10,"Male","White","Not Hispanic or Latino",4,"Control",0,9,1,10
"910",910,910,910,910,2863,500,1,4200,10,"Male","White","Not Hispanic or Latino",4,"Control",0,10,1,10
"911",911,911,911,911,645,0,1,4200,10,"Male","White","Not Hispanic or Latino",4,"Control",0,11,1,10
"912",912,912,912,912,1115,300,3,4500,10,"Male","White","Not Hispanic or Latino",4,"Control",1,12,1,10
"913",913,913,913,913,429,450,2,4950,10,"Male","White","Not Hispanic or Latino",4,"Control",0,13,1,10
"914",914,914,914,914,503,200,2,5150,10,"Male","White","Not Hispanic or Latino",4,"Control",0,14,1,10
"915",915,915,915,915,437,300,3,5450,10,"Male","White","Not Hispanic or Latino",4,"Control",1,15,1,10
"916",916,916,916,916,565,250,4,5700,10,"Male","White","Not Hispanic or Latino",4,"Control",1,16,1,10
"917",917,917,917,917,375,450,2,6150,10,"Male","White","Not Hispanic or Latino",4,"Control",0,17,1,10
"918",918,918,918,918,525,250,4,6400,10,"Male","White","Not Hispanic or Latino",4,"Control",1,18,1,10
"919",919,919,919,919,501,450,2,6850,10,"Male","White","Not Hispanic or Latino",4,"Control",0,19,1,10
"920",920,920,920,920,830,500,1,7350,10,"Male","White","Not Hispanic or Latino",4,"Control",0,20,1,10
"921",921,921,921,921,779,500,1,7850,10,"Male","White","Not Hispanic or Latino",4,"Control",0,21,1,10
"922",922,922,922,922,283,500,1,8350,10,"Male","White","Not Hispanic or Latino",4,"Control",0,22,1,10
"923",923,923,923,923,770,500,1,8850,10,"Male","White","Not Hispanic or Latino",4,"Control",0,23,1,10
"924",924,924,924,924,302,450,2,9300,10,"Male","White","Not Hispanic or Latino",4,"Control",0,24,1,10
"925",925,925,925,925,518,0,1,9300,10,"Male","White","Not Hispanic or Latino",4,"Control",0,25,1,10
"926",926,926,926,926,412,1300,3,10600,10,"Male","White","Not Hispanic or Latino",4,"Control",1,26,2,10
"927",927,927,927,927,597,250,4,10850,10,"Male","White","Not Hispanic or Latino",4,"Control",1,27,2,10
"928",928,928,928,928,435,300,3,11150,10,"Male","White","Not Hispanic or Latino",4,"Control",1,28,2,10
"929",929,929,929,929,670,500,1,11650,10,"Male","White","Not Hispanic or Latino",4,"Control",0,29,2,10
"930",930,930,930,930,596,450,2,12100,10,"Male","White","Not Hispanic or Latino",4,"Control",0,30,2,10
"931",931,931,931,931,340,500,1,12600,10,"Male","White","Not Hispanic or Latino",4,"Control",0,31,2,10
"932",932,932,932,932,450,200,2,12800,10,"Male","White","Not Hispanic or Latino",4,"Control",0,32,2,10
"933",933,933,933,933,404,500,1,13300,10,"Male","White","Not Hispanic or Latino",4,"Control",0,33,2,10
"934",934,934,934,934,605,500,1,13800,10,"Male","White","Not Hispanic or Latino",4,"Control",0,34,2,10
"935",935,935,935,935,2421,300,3,14100,10,"Male","White","Not Hispanic or Latino",4,"Control",1,35,2,10
"936",936,936,936,936,558,0,1,14100,10,"Male","White","Not Hispanic or Latino",4,"Control",0,36,2,10
"937",937,937,937,937,277,500,1,14600,10,"Male","White","Not Hispanic or Latino",4,"Control",0,37,2,10
"938",938,938,938,938,372,500,1,15100,10,"Male","White","Not Hispanic or Latino",4,"Control",0,38,2,10
"939",939,939,939,939,366,500,1,15600,10,"Male","White","Not Hispanic or Latino",4,"Control",0,39,2,10
"940",940,940,940,940,435,500,1,16100,10,"Male","White","Not Hispanic or Latino",4,"Control",0,40,2,10
"941",941,941,941,941,611,0,1,16100,10,"Male","White","Not Hispanic or Latino",4,"Control",0,41,2,10
"942",942,942,942,942,454,500,1,16600,10,"Male","White","Not Hispanic or Latino",4,"Control",0,42,2,10
"943",943,943,943,943,284,500,1,17100,10,"Male","White","Not Hispanic or Latino",4,"Control",0,43,2,10
"944",944,944,944,944,330,500,1,17600,10,"Male","White","Not Hispanic or Latino",4,"Control",0,44,2,10
"945",945,945,945,945,453,500,1,18100,10,"Male","White","Not Hispanic or Latino",4,"Control",0,45,2,10
"946",946,946,946,946,949,450,2,18550,10,"Male","White","Not Hispanic or Latino",4,"Control",0,46,2,10
"947",947,947,947,947,365,0,1,18550,10,"Male","White","Not Hispanic or Latino",4,"Control",0,47,2,10
"948",948,948,948,948,414,500,1,19050,10,"Male","White","Not Hispanic or Latino",4,"Control",0,48,2,10
"949",949,949,949,949,533,500,1,19550,10,"Male","White","Not Hispanic or Latino",4,"Control",0,49,2,10
"950",950,950,950,950,347,300,3,19850,10,"Male","White","Not Hispanic or Latino",4,"Control",1,50,2,10
